Cidade;valortotal;categorias
CARMO-RJ;1322.19;PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|CONSOLES_GAMES|MALAS_ACESSORIOS|UTILIDADES_DOMESTICA|AUTOMOTIVO|BRINQUEDOS|ESPORTE_LAZER|
SAO GONCALO DO AMARANTE-CE;420.77;PERFUMARIA|TELEFONIA|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|BELEZA_SAUDE|
VIAMAO-RS;5480.91;PERFUMARIA|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|TELEFONIA|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|ESPORTE_LAZER|BELEZA_SAUDE|PET_SHOP|PAPELARIA|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|CONSOLES_GAMES|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|BEBIDAS|BRINQUEDOS|
SAO JERONIMO-RS;528.85;PERFUMARIA|COOL_STUFF|MOVEIS_DECORACAO|TELEFONIA|CAMA_MESA_BANHO|
JAU-SP;8981.86;PERFUMARIA|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|BEBIDAS|RELOGIOS_PRESENTES|COOL_STUFF|BELEZA_SAUDE|BRINQUEDOS|PAPELARIA|FASHION_BOLSAS_E_ACE|ELETRONICOS|AUTOMOTIVO|INFORMATICA_ACESSORI|ESPORTE_LAZER|TELEFONIA|PET_SHOP|
SAO FRANCISCO DE ITABAPOANA-RJ;1497.76;PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|COOL_STUFF|ELETRODOMESTICOS|RELOGIOS_PRESENTES|ELETRONICOS|BELEZA_SAUDE|AUTOMOTIVO|
PEDERNEIRAS-SP;2878.12;PERFUMARIA|MOVEIS_DECORACAO|MOVEIS_ESCRITORIO|BEBIDAS|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|BRINQUEDOS|RELOGIOS_PRESENTES|ESPORTE_LAZER|TELEFONIA|BELEZA_SAUDE|
VESPASIANO-MG;3094.91;PERFUMARIA|CAMA_MESA_BANHO|BRINQUEDOS|FERRAMENTAS_JARDIM|TELEFONIA|COOL_STUFF|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|CONSOLES_GAMES|ESPORTE_LAZER|AUTOMOTIVO|ELETRONICOS|BELEZA_SAUDE|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|BEBIDAS|
VOLTA GRANDE-MG;308.38;PERFUMARIA|RELOGIOS_PRESENTES|ESPORTE_LAZER|CONSOLES_GAMES|
ILHA COMPRIDA-SP;212.98;PERFUMARIA|ESPORTE_LAZER|BRINQUEDOS|
JACOBINA-BA;6820.09;PERFUMARIA|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ELETRONICOS|COOL_STUFF|ESPORTE_LAZER|AUTOMOTIVO|PET_SHOP|BELEZA_SAUDE|BEBIDAS|MALAS_ACESSORIOS|
ENGENHEIRO COELHO-SP;945.48;PERFUMARIA|ESPORTE_LAZER|RELOGIOS_PRESENTES|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|AUTOMOTIVO|BELEZA_SAUDE|UTILIDADES_DOMESTICA|
CLAUDIO-MG;2673.07;PERFUMARIA|CAMA_MESA_BANHO|TELEFONIA|MOVEIS_ESCRITORIO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|BRINQUEDOS|BEBIDAS|PAPELARIA|FASHION_BOLSAS_E_ACE|
BORBOREMA-SP;816.05;PERFUMARIA|TELEFONIA|COOL_STUFF|FERRAMENTAS_JARDIM|BELEZA_SAUDE|ESPORTE_LAZER|
ALMENARA-MG;1435.15;PERFUMARIA|UTILIDADES_DOMESTICA|PAPELARIA|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|BRINQUEDOS|AUTOMOTIVO|FERRAMENTAS_JARDIM|MOVEIS_ESCRITORIO|BEBIDAS|
TANGARA DA SERRA-MT;3534.13;PERFUMARIA|TELEFONIA|FASHION_BOLSAS_E_ACE|PAPELARIA|ELETRONICOS|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|COOL_STUFF|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|AUTOMOTIVO|MOVEIS_DECORACAO|BEBIDAS|PET_SHOP|
TAQUARITUBA-SP;2355.62;PERFUMARIA|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|COOL_STUFF|PAPELARIA|ESPORTE_LAZER|TELEFONIA|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|
POCO FUNDO-MG;830.02;PERFUMARIA|TELEFONIA|MOVEIS_DECORACAO|ESPORTE_LAZER|MOVEIS_ESCRITORIO|PET_SHOP|
JECEABA-MG;544.23;PERFUMARIA|FERRAMENTAS_JARDIM|ELETRONICOS|COOL_STUFF|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|
CARMOPOLIS DE MINAS-MG;1629.78;PERFUMARIA|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|BELEZA_SAUDE|ESPORTE_LAZER|
SANTA MERCEDES-SP;226.99;PERFUMARIA|INFORMATICA_ACESSORI|
CAMACARI-BA;5615.74;PERFUMARIA|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|TELEFONIA|RELOGIOS_PRESENTES|COOL_STUFF|INFORMATICA_ACESSORI|ELETRONICOS|ESPORTE_LAZER|BRINQUEDOS|BEBIDAS|BELEZA_SAUDE|PAPELARIA|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|MALAS_ACESSORIOS|CONSOLES_GAMES|
JOAO ALFREDO-PE;215.49;PERFUMARIA|COOL_STUFF|RELOGIOS_PRESENTES|
JACUNDA-PA;601.81;PERFUMARIA|BEBIDAS|ELETRODOMESTICOS|AUTOMOTIVO|TELEFONIA|
TRES CORACOES-MG;4095.28;PERFUMARIA|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|TELEFONIA|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|AUTOMOTIVO|PAPELARIA|FASHION_BOLSAS_E_ACE|PET_SHOP|MALAS_ACESSORIOS|BRINQUEDOS|ESPORTE_LAZER|BELEZA_SAUDE|UTILIDADES_DOMESTICA|
SANTA ERNESTINA-SP;208.16;PERFUMARIA|UTILIDADES_DOMESTICA|
CORREIA PINTO-SC;1454.23;BELEZA_SAUDE|MOVEIS_ESCRITORIO|CAMA_MESA_BANHO|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|ESPORTE_LAZER|BEBIDAS|
CHAPADA-RS;1463.19;BELEZA_SAUDE|COOL_STUFF|TELEFONIA|INFORMATICA_ACESSORI|
UNA-BA;437.88;BELEZA_SAUDE|BEBIDAS|INFORMATICA_ACESSORI|PET_SHOP|
BOM JARDIM-RJ;1090.45;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|CONSOLES_GAMES|INFORMATICA_ACESSORI|AUTOMOTIVO|COOL_STUFF|BRINQUEDOS|ESPORTE_LAZER|
AFONSO CLAUDIO-ES;1530.77;PERFUMARIA|TELEFONIA|ELETRONICOS|COOL_STUFF|PAPELARIA|UTILIDADES_DOMESTICA|BEBIDAS|ESPORTE_LAZER|INFORMATICA_ACESSORI|
SERRA NEGRA-SP;999.56;PERFUMARIA|UTILIDADES_DOMESTICA|BELEZA_SAUDE|CAMA_MESA_BANHO|PET_SHOP|ESPORTE_LAZER|ELETRONICOS|
BICAS-MG;694.66;PERFUMARIA|CAMA_MESA_BANHO|BRINQUEDOS|ESPORTE_LAZER|
NOVA ODESSA-SP;3043.21;PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|PAPELARIA|BEBIDAS|FERRAMENTAS_JARDIM|BELEZA_SAUDE|ELETRODOMESTICOS|CONSOLES_GAMES|
DOM ELISEU-PA;343.87;PERFUMARIA|ESPORTE_LAZER|BEBIDAS|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|
SAO JOAO DOS PATOS-MA;610.58;PERFUMARIA|BELEZA_SAUDE|RELOGIOS_PRESENTES|ESPORTE_LAZER|UTILIDADES_DOMESTICA|AUTOMOTIVO|
PALESTINA-SP;499.55;PERFUMARIA|TELEFONIA|BRINQUEDOS|ESPORTE_LAZER|AUTOMOTIVO|BELEZA_SAUDE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|
RIO BRANCO-AC;11551.34;PERFUMARIA|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|RELOGIOS_PRESENTES|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|BRINQUEDOS|MALAS_ACESSORIOS|BELEZA_SAUDE|AUTOMOTIVO|CONSOLES_GAMES|BEBIDAS|PAPELARIA|FASHION_BOLSAS_E_ACE|UTILIDADES_DOMESTICA|
BREJO SANTO-CE;979.87;PERFUMARIA|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|CAMA_MESA_BANHO|ELETRONICOS|
VINHEDO-SP;7867.13;PERFUMARIA|BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|BEBIDAS|RELOGIOS_PRESENTES|COOL_STUFF|FERRAMENTAS_JARDIM|AUTOMOTIVO|ELETRONICOS|PET_SHOP|INFORMATICA_ACESSORI|TELEFONIA|UTILIDADES_DOMESTICA|PAPELARIA|BRINQUEDOS|MOVEIS_ESCRITORIO|MALAS_ACESSORIOS|FASHION_BOLSAS_E_ACE|ELETRODOMESTICOS|
LINHARES-ES;10402.27;PERFUMARIA|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|MOVEIS_DECORACAO|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|COOL_STUFF|ELETRONICOS|BRINQUEDOS|CONSOLES_GAMES|BEBIDAS|INFORMATICA_ACESSORI|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|PAPELARIA|UTILIDADES_DOMESTICA|TELEFONIA|
ALEXANIA-GO;438.77;PERFUMARIA|TELEFONIA|RELOGIOS_PRESENTES|AUTOMOTIVO|
CABO FRIO-RJ;14932.83;PERFUMARIA|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|ESPORTE_LAZER|MOVEIS_ESCRITORIO|AUTOMOTIVO|BELEZA_SAUDE|PAPELARIA|UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|MALAS_ACESSORIOS|BEBIDAS|BRINQUEDOS|ELETRODOMESTICOS|FASHION_BOLSAS_E_ACE|PET_SHOP|TELEFONIA|
ITAGUAI-RJ;5557.65;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|TELEFONIA|RELOGIOS_PRESENTES|ELETRONICOS|INFORMATICA_ACESSORI|PERFUMARIA|FERRAMENTAS_JARDIM|UTILIDADES_DOMESTICA|COOL_STUFF|ELETRODOMESTICOS|BEBIDAS|PET_SHOP|AUTOMOTIVO|
ARAUCARIA-PR;4554.63;BELEZA_SAUDE|UTILIDADES_DOMESTICA|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|MOVEIS_ESCRITORIO|COOL_STUFF|TELEFONIA|ELETRONICOS|ESPORTE_LAZER|PERFUMARIA|BRINQUEDOS|PAPELARIA|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|PET_SHOP|FERRAMENTAS_JARDIM|BEBIDAS|AUTOMOTIVO|
ALMIRANTE TAMANDARE-PR;4342.71;BELEZA_SAUDE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_ESCRITORIO|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|COOL_STUFF|ESPORTE_LAZER|MALAS_ACESSORIOS|RELOGIOS_PRESENTES|AUTOMOTIVO|PERFUMARIA|TELEFONIA|BEBIDAS|MOVEIS_DECORACAO|PAPELARIA|
GOIANESIA-GO;1987.48;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|PET_SHOP|INFORMATICA_ACESSORI|ELETRONICOS|FERRAMENTAS_JARDIM|UTILIDADES_DOMESTICA|ESPORTE_LAZER|
ALUMINIO-SP;1152.88;BELEZA_SAUDE|BEBIDAS|MOVEIS_DECORACAO|TELEFONIA|UTILIDADES_DOMESTICA|ESPORTE_LAZER|AUTOMOTIVO|CAMA_MESA_BANHO|
SAO JOSE-SC;18091.69;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|COOL_STUFF|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|AUTOMOTIVO|UTILIDADES_DOMESTICA|ESPORTE_LAZER|ELETRONICOS|INFORMATICA_ACESSORI|BEBIDAS|MALAS_ACESSORIOS|PERFUMARIA|BRINQUEDOS|PAPELARIA|FASHION_BOLSAS_E_ACE|ELETRODOMESTICOS|CONSOLES_GAMES|PET_SHOP|
TIETE-SP;4001.32;BELEZA_SAUDE|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|TELEFONIA|MOVEIS_ESCRITORIO|AUTOMOTIVO|ELETRONICOS|INFORMATICA_ACESSORI|PERFUMARIA|RELOGIOS_PRESENTES|ELETRODOMESTICOS|ESPORTE_LAZER|CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|UTILIDADES_DOMESTICA|BRINQUEDOS|
MIRINZAL-MA;109.88;BELEZA_SAUDE|ESPORTE_LAZER|
PALMITAL-SP;1496.93;BELEZA_SAUDE|CAMA_MESA_BANHO|TELEFONIA|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|PAPELARIA|BRINQUEDOS|UTILIDADES_DOMESTICA|PET_SHOP|ELETRODOMESTICOS|
TUPACIGUARA-MG;1151.41;BELEZA_SAUDE|CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|COOL_STUFF|MOVEIS_DECORACAO|ESPORTE_LAZER|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|BEBIDAS|AUTOMOTIVO|TELEFONIA|
LAJEDO-PE;916.27;BELEZA_SAUDE|TELEFONIA|INFORMATICA_ACESSORI|BEBIDAS|
SANTO ANTONIO DO PALMA-RS;73.89;BELEZA_SAUDE|MALAS_ACESSORIOS|
RUBIM-MG;213.89;BELEZA_SAUDE|MOVEIS_DECORACAO|
BONITO-MS;529.67;BELEZA_SAUDE|BEBIDAS|AUTOMOTIVO|
DOURADOS-MS;9380.50;BELEZA_SAUDE|RELOGIOS_PRESENTES|TELEFONIA|ELETRONICOS|BEBIDAS|CAMA_MESA_BANHO|PAPELARIA|BRINQUEDOS|INFORMATICA_ACESSORI|COOL_STUFF|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|ESPORTE_LAZER|PET_SHOP|ELETRODOMESTICOS|AUTOMOTIVO|
QUATRO BARRAS-PR;1653.76;BELEZA_SAUDE|ESPORTE_LAZER|RELOGIOS_PRESENTES|AUTOMOTIVO|COOL_STUFF|BRINQUEDOS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|CONSOLES_GAMES|UTILIDADES_DOMESTICA|
BACABAL-MA;1057.71;BELEZA_SAUDE|BRINQUEDOS|FERRAMENTAS_JARDIM|COOL_STUFF|INFORMATICA_ACESSORI|ESPORTE_LAZER|RELOGIOS_PRESENTES|
ITAPORA-MS;197.88;BELEZA_SAUDE|PERFUMARIA|
PIRAPORA DO BOM JESUS-SP;2633.66;BELEZA_SAUDE|PET_SHOP|ELETRODOMESTICOS|ESPORTE_LAZER|AUTOMOTIVO|UTILIDADES_DOMESTICA|MALAS_ACESSORIOS|PERFUMARIA|
VITORIA DA CONQUISTA-BA;11927.77;BELEZA_SAUDE|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|ESPORTE_LAZER|TELEFONIA|MOVEIS_DECORACAO|ELETRONICOS|COOL_STUFF|INFORMATICA_ACESSORI|FERRAMENTAS_JARDIM|BRINQUEDOS|PET_SHOP|PAPELARIA|AUTOMOTIVO|BEBIDAS|MOVEIS_ESCRITORIO|
AURIFLAMA-SP;1692.76;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|ELETRODOMESTICOS|ESPORTE_LAZER|TELEFONIA|BRINQUEDOS|INFORMATICA_ACESSORI|
AGUAS LINDAS DE GOIAS-GO;1590.01;BELEZA_SAUDE|ESPORTE_LAZER|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|COOL_STUFF|UTILIDADES_DOMESTICA|BRINQUEDOS|CONSOLES_GAMES|FERRAMENTAS_JARDIM|
TREMEMBE-SP;4847.04;BELEZA_SAUDE|PERFUMARIA|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|RELOGIOS_PRESENTES|PET_SHOP|BRINQUEDOS|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|AUTOMOTIVO|MOVEIS_DECORACAO|
HUMAITA-AM;285.85;BELEZA_SAUDE|TELEFONIA|RELOGIOS_PRESENTES|CONSOLES_GAMES|
SAO MATEUS DO SUL-PR;1933.95;BELEZA_SAUDE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|TELEFONIA|UTILIDADES_DOMESTICA|PAPELARIA|ELETRODOMESTICOS|ESPORTE_LAZER|
BOM JESUS DO ITABAPOANA-RJ;3233.11;BELEZA_SAUDE|UTILIDADES_DOMESTICA|ELETRONICOS|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|AUTOMOTIVO|COOL_STUFF|INFORMATICA_ACESSORI|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|BEBIDAS|
PLANALTINA-GO;593.87;BELEZA_SAUDE|CAMA_MESA_BANHO|COOL_STUFF|ELETRONICOS|ELETRODOMESTICOS|AUTOMOTIVO|ESPORTE_LAZER|
RIO DAS OSTRAS-RJ;15196.82;BELEZA_SAUDE|PERFUMARIA|BEBIDAS|CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|TELEFONIA|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|PAPELARIA|BRINQUEDOS|FASHION_BOLSAS_E_ACE|ELETRODOMESTICOS|PET_SHOP|AUTOMOTIVO|UTILIDADES_DOMESTICA|MALAS_ACESSORIOS|
URUSSANGA-SC;763.88;BELEZA_SAUDE|INFORMATICA_ACESSORI|ESPORTE_LAZER|TELEFONIA|PERFUMARIA|BRINQUEDOS|
NAVEGANTES-SC;6382.40;BELEZA_SAUDE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|PERFUMARIA|ELETRONICOS|COOL_STUFF|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|ESPORTE_LAZER|BEBIDAS|BRINQUEDOS|ELETRODOMESTICOS|AUTOMOTIVO|PET_SHOP|
FORTUNA-MA;523.89;BELEZA_SAUDE|UTILIDADES_DOMESTICA|
QUIXABEIRA-BA;216.94;BELEZA_SAUDE|FERRAMENTAS_JARDIM|CAMA_MESA_BANHO|
JOSE BONIFACIO-SP;1486.34;BELEZA_SAUDE|CAMA_MESA_BANHO|TELEFONIA|ESPORTE_LAZER|RELOGIOS_PRESENTES|BRINQUEDOS|PERFUMARIA|
LUIS EDUARDO MAGALHAES-BA;4721.08;BELEZA_SAUDE|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|TELEFONIA|INFORMATICA_ACESSORI|BRINQUEDOS|ESPORTE_LAZER|BEBIDAS|ELETRONICOS|AUTOMOTIVO|MOVEIS_ESCRITORIO|CAMA_MESA_BANHO|PERFUMARIA|RELOGIOS_PRESENTES|PAPELARIA|
PENHA-SC;1972.49;BELEZA_SAUDE|CONSOLES_GAMES|COOL_STUFF|BRINQUEDOS|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|PET_SHOP|UTILIDADES_DOMESTICA|PAPELARIA|ESPORTE_LAZER|
VARGEM GRANDE PAULISTA-SP;3983.76;BELEZA_SAUDE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|MOVEIS_ESCRITORIO|AUTOMOTIVO|COOL_STUFF|BEBIDAS|INFORMATICA_ACESSORI|ELETRODOMESTICOS|ESPORTE_LAZER|PERFUMARIA|UTILIDADES_DOMESTICA|BRINQUEDOS|FASHION_BOLSAS_E_ACE|CONSOLES_GAMES|
SANTA ISABEL DO PARA-PA;741.77;BELEZA_SAUDE|BRINQUEDOS|TELEFONIA|ESPORTE_LAZER|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|
UMUARAMA-PR;4462.77;BELEZA_SAUDE|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ELETRONICOS|COOL_STUFF|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|BRINQUEDOS|MALAS_ACESSORIOS|INFORMATICA_ACESSORI|AUTOMOTIVO|PET_SHOP|TELEFONIA|ESPORTE_LAZER|BEBIDAS|FERRAMENTAS_JARDIM|PERFUMARIA|
RIO GRANDE DA SERRA-SP;2135.01;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|BEBIDAS|BRINQUEDOS|PERFUMARIA|ESPORTE_LAZER|PET_SHOP|
COTIA-SP;25028.56;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|PAPELARIA|TELEFONIA|AUTOMOTIVO|RELOGIOS_PRESENTES|COOL_STUFF|ELETRONICOS|INFORMATICA_ACESSORI|BEBIDAS|PERFUMARIA|PET_SHOP|CONSOLES_GAMES|MALAS_ACESSORIOS|BRINQUEDOS|FASHION_BOLSAS_E_ACE|ELETRODOMESTICOS|
MAFRA-SC;1591.73;BELEZA_SAUDE|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|TELEFONIA|ELETRONICOS|COOL_STUFF|UTILIDADES_DOMESTICA|PERFUMARIA|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|CAMA_MESA_BANHO|ESPORTE_LAZER|AUTOMOTIVO|ELETRODOMESTICOS|BRINQUEDOS|
SANTA MARIA DO PARA-PA;106.99;BELEZA_SAUDE|ELETRONICOS|
NOVA ALVORADA DO SUL-MS;380.85;BELEZA_SAUDE|RELOGIOS_PRESENTES|ESPORTE_LAZER|
CARMO DO PARANAIBA-MG;3329.64;BELEZA_SAUDE|INFORMATICA_ACESSORI|COOL_STUFF|RELOGIOS_PRESENTES|BRINQUEDOS|MOVEIS_ESCRITORIO|UTILIDADES_DOMESTICA|ESPORTE_LAZER|
CACHOEIRA DO SUL-RS;2890.67;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|COOL_STUFF|RELOGIOS_PRESENTES|PAPELARIA|ELETRODOMESTICOS|UTILIDADES_DOMESTICA|AUTOMOTIVO|INFORMATICA_ACESSORI|BEBIDAS|
LAURO MULLER-SC;1449.57;BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|BRINQUEDOS|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|ESPORTE_LAZER|UTILIDADES_DOMESTICA|
ENGENHEIRO PAULO DE FRONTIN-RJ;449.12;BELEZA_SAUDE|TELEFONIA|AUTOMOTIVO|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|
CATAGUASES-MG;3244.97;BELEZA_SAUDE|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|ESPORTE_LAZER|COOL_STUFF|ELETRONICOS|INFORMATICA_ACESSORI|CONSOLES_GAMES|MALAS_ACESSORIOS|RELOGIOS_PRESENTES|BRINQUEDOS|UTILIDADES_DOMESTICA|
FARROUPILHA-RS;2947.15;BELEZA_SAUDE|FERRAMENTAS_JARDIM|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|MALAS_ACESSORIOS|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|ESPORTE_LAZER|PAPELARIA|COOL_STUFF|ELETRONICOS|CAMA_MESA_BANHO|TELEFONIA|PERFUMARIA|RELOGIOS_PRESENTES|
BELEM-AL;489.98;BELEZA_SAUDE|CONSOLES_GAMES|
LOUVEIRA-SP;4599.05;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ELETRONICOS|INFORMATICA_ACESSORI|ESPORTE_LAZER|RELOGIOS_PRESENTES|TELEFONIA|AUTOMOTIVO|PERFUMARIA|BEBIDAS|
RODOLFO FERNANDES-RN;99.89;BELEZA_SAUDE|INFORMATICA_ACESSORI|
SANTA CRUZ DO CAPIBARIBE-PE;819.37;BELEZA_SAUDE|TELEFONIA|RELOGIOS_PRESENTES|ESPORTE_LAZER|PAPELARIA|AUTOMOTIVO|CONSOLES_GAMES|
PRESIDENTE EPITACIO-SP;1838.39;BELEZA_SAUDE|CAMA_MESA_BANHO|TELEFONIA|RELOGIOS_PRESENTES|ESPORTE_LAZER|INFORMATICA_ACESSORI|CONSOLES_GAMES|PAPELARIA|COOL_STUFF|AUTOMOTIVO|
JUAZEIRO DO NORTE-CE;3683.15;BELEZA_SAUDE|FERRAMENTAS_JARDIM|BEBIDAS|MOVEIS_DECORACAO|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|PERFUMARIA|BRINQUEDOS|PAPELARIA|PET_SHOP|AUTOMOTIVO|TELEFONIA|INFORMATICA_ACESSORI|CONSOLES_GAMES|
SANTA ROSA-RS;2721.15;BELEZA_SAUDE|CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|ESPORTE_LAZER|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|FASHION_BOLSAS_E_ACE|AUTOMOTIVO|COOL_STUFF|RELOGIOS_PRESENTES|BRINQUEDOS|
SOBRADINHO-BA;592.69;BELEZA_SAUDE|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|MALAS_ACESSORIOS|
CRAVINHOS-SP;2231.55;PERFUMARIA|UTILIDADES_DOMESTICA|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|AUTOMOTIVO|COOL_STUFF|MOVEIS_DECORACAO|ESPORTE_LAZER|BELEZA_SAUDE|PAPELARIA|ELETRODOMESTICOS|FASHION_BOLSAS_E_ACE|
UAUA-BA;393.98;BELEZA_SAUDE|COOL_STUFF|AUTOMOTIVO|
ITUPORANGA-SC;3042.27;BELEZA_SAUDE|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|COOL_STUFF|ELETRODOMESTICOS|CAMA_MESA_BANHO|BEBIDAS|AUTOMOTIVO|
QUILOMBO-SC;140.89;BELEZA_SAUDE|PERFUMARIA|
GUAIBA-RS;3680.51;BELEZA_SAUDE|ESPORTE_LAZER|TELEFONIA|RELOGIOS_PRESENTES|ELETRONICOS|COOL_STUFF|INFORMATICA_ACESSORI|FERRAMENTAS_JARDIM|CAMA_MESA_BANHO|CONSOLES_GAMES|AUTOMOTIVO|BRINQUEDOS|
